StudyID,Authors,Title,Journal,Abstract,Year,DOI,Included,Methods,Obs_exp,Species,Order,Class,Methods_subgroup,n_indiv,Spatial_area_sqkm,Days_obs_per_indiv,Fixes_per_indiv,Temporal_range,Stage,Indiv_ID,Primary_alt_behav,Keywords,Notes,Assumptions
Parlin_2018,"Parlin, Adam F.; Nardone, Jessica A.; Dougherty, John Kelly; Rebein, Mimi; Safi, Kamran; Schaeffer, Paul J.",Activity and movement of free-living box turtles are largely independent of ambient and thermal conditions,MOVEMENT ECOLOGY,"Background: Ectotherms are assumed to be strongly influenced by the surrounding ambient and environmental conditions for daily activity and movement. As such, ecological and physiological factors contribute to stimuli influencing navigation, extent of movement, and therefore habitat use. Our study focused on the intensity of activity (from acceleration data) and extent of movement (from GPS and thread trailing data) of Eastern box turtles (Terrapene carolina carolina) in a fragmented landscape near their northern population limit. First, we quantified the thermal performance curve of box turtles using activity as a measure of performance. Second, we investigated ecological factors that could influence activity and movement and characterized the movement as extensive (exploration) and intensive (foraging). Results: In contrast to previous lab work investigating effects of temperature on activity, we found no relationship between box turtle activity and temperature in the field. Furthermore, box turtle activity was consistent over a wide range of temperatures. Cluster analysis categorized movement recorded with GPS more as intensive than as extensive, while thread trailing had more movement categorized as extensive than intensive. Box turtle activity was higher during the morning hours and began to decrease as the day progressed. Based on the microclimate conditions tested, we found that box turtle movement was influenced by precipitation and time of day, and activity was most influenced by absolute humidity, ambient temperature, cloud cover, and time of day. Conclusions: Our model ectotherm in this study, the Eastern box turtle, had activity patterns characteristic of a thermal generalist. Sampling resolution altered the characterization of movement as intensive or extensive movement, possibly altering interpretation. More information on the resolution needed to definitively identify foraging and exploratory behavior in turtles is needed. Activity and movement were nearly independent of environmental conditions, which supports the overall interpretation that turtle performance is that of a broad environmental generalist. Future studies of movement of other turtle and reptile species are needed to determine the generality of these findings.",2018,10.1186/s40462-018-0130-8,yes,accelerometer_remote_tracking,obs,Terrapene_carolina,turtle,reptile,"GPS, axy, thread_trailing",23,4,,178.4356061,150,BC,yes,movement,"habtiat_selection, inferred_foraging","axys only provided activity levels, not behaviours, but pairing activity + movement rates to get ""intensive"" movement = foraging",
Truppa_2019,"Truppa, Valentina; Marino, Luca A.; Izar, Patricia; Fragaszy, Dorothy M.; Visalberghi, Elisabetta",Manual skills for processing plant underground storage organs by wild bearded capuchins,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,"ObjectivesWild Sapajus libidinosus exploit underground storage organs (USOs) that require extraction and extensive processing before consumption. Since capuchin monkeys are small-sized extractive foragers that cannot perform forceful precision grips, we expected that: (a) they would use other body parts together with their hands, (b) older (and larger) capuchins would be more efficient than younger (and smaller) ones, and (c) capuchins would invest greater effort/time to exploit USOs than other foods. Materials and MethodsWe recorded 178 episodes of USO processing performed by 20 individuals. The behavior was videotaped and scored frame-by-frame. ResultsWe identified six sequential stages of processing: Excavation, extraction, soil removal, transport, peeling, and fragmenting the inner tissues. Capuchins made frequent use of forceful hand postures and manipulation in which the hands were strongly supported by other body parts, principally the mouth. Older capuchins were more efficient than younger individuals in pulling the USOs out of the ground. Finally, exploiting USOs was time-consuming, lasting more than 4 min per item, on average. DiscussionDespite having smaller body-mass and greater manual constraints than catarrhine extractive foragers, capuchins, even smaller individuals, mastered USO processing thanks to their behavioral flexibility and persistence. Our findings reveal that precision grips are not essential for forceful actions during complex food processing and that, unlike catarrhines, capuchins, especially adults, rarely use thumb opposition during forceful grasping of food. In contrast, extended sustained attention and varied manual behavior appear to be convergent features of platyrrhine and catarrhine extractive foragers.",2019,10.1002/ajpa.23893,yes,audio video,obs,Sapajus_libidinosus,primate,mammal,direct_video,20,12,25,,120,AB,yes,ethogram,handling_time,"videos taken from 2-5m away, apparently the monkeys were unbothered by this!",
Smith_2017,"Smith, Rebecca L.","Preliminary observations of complex object manipulation in a wild population of Sapajus cay Illiger 1815 (primates: Cebidae) in a fragment of upper Parana Atlantic Forest, Rancho Laguna Blanca, eastern Paraguay",ACTA ETHOLOGICA,"Capuchin monkeys are known for their cognitive abilities, including object manipulation and use of a variety of tools. The hooded capuchin (Sapajus cay) is the only representative of its genus found in Paraguay and is critically understudied in the country. This paper reports on preliminary observations of a group of hooded capuchins, in Rancho Laguna Blanca, San Pedro, Paraguay, using two different first-order object manipulation techniques to open the seeds of the tree Cariniana estrellensis (Lecythidaceae). Some individuals held the seed in both hands and stood bipedally, using their entire body weight to smash the seed against a branch. The more commonly observed technique involved the monkeys holding the seed in one hand and repeatedly striking the branch with the fruit until they could extract the seed. Only adults were ever observed to be successful in opening the fruits.",2017,10.1007/s10211-016-0244-1,yes,ethology,obs,Sapajus_cay,primate,mammal,"direct_obs, ethogram",18,2.43,0.25,,8,AB,yes,socialise,"handling_time, processing, natural_history",more of a note than a quantitative analysis,
Ditmer_2015,"Ditmer, M. A.; Garshelis, D. L.; Noyce, K. V.; Laske, T. G.; Iaizzo, P. A.; Burk, T. E.; Forester, J. D.; Fieberg, J. R.",Behavioral and physiological responses of American black bears to landscape features within an agricultural region,ECOSPHERE,"Human activities and variation in habitat quality and configuration have been shown to influence space use patterns in many species, but few studies have documented the physiological responses of free-ranging animals to these factors. We combined remote biologger technology, capturing continuous heart rate values, with locational data from GPS collars to investigate the behavioral and physiological reactions of American black bears (Ursus americanus) to a landscape dominated by agriculture (52.5% areal cover). Our study occurred at the edge of the range of this species, with small, scattered patches of forest within a mosaic of crop fields and an extensive road network. However, only; similar to 2-4% of the area contained crops that bears consumed (corn, sunflowers, oats). We used GPS locations to identify the habitat that bears occupied, and to estimate their rates of travel. Heart rates increased with movement rates, rising by over 30% from resting rate to their fastest travel speeds. We used a modeling approach to distinguish among factors that influenced heart rates independent of movement rates. Bears commonly crossed agricultural areas that provided no food or cover and their heart rates, elevated beyond what was expected from their movement rate, were indicative of a stress response. However, when bears entered agricultural areas composed of edible crops, many individuals showed reduced movement and slower heart rates, suggesting that bears foraging there felt at ease or crops allow bears to more easily forage due to their dense spatial arrangements. Unexpectedly, female bears elicited lower heart rates and lower levels of activity in the most fragmented patches of natural habitat, possibly a sign of human-avoidance behavior or a reaction related to crossing roads. During fall, as bears prepared for hibernation, their heart rates declined two weeks before their movements slackened, evidence that metabolism slowed to enhance fat accumulation; they also shifted to a nocturnal activity pattern, likely to reduce exertion during the heat of the day. The use of a physiological monitor provided new insights on bear biology and ecology that would not have otherwise been apparent.",2015,10.1890/ES14-00199.1,yes,biologger_remote,obs,Ursus_americanus,carnivore,mammal,"GPS, heart_rate_logger",7,n/a,,1868,172,C,yes,movement,"heart_rate_monitor, circadian","foraging estimated from short, tortuous steps; heart rate monitor informs on energetic cost of travel, but not really on behavioural state",
Johnson_2018,"Johnson, Allison E.; Masco, Christina; Pruett-Jones, Stephen",Song recognition and heterospecific associations between 2 fairy-wren species (Maluridae),BEHAVIORAL ECOLOGY,"Although heterospecific associations beneficial to one or both species involved (e.g. commensalisms or mutualisms) are common, it is generally assumed that interactions between species are transient and not particular to individuals. However, long-term interactions between individuals of different species do occur. In such heterospecific social groups, discrimination between heterospecific individuals may be beneficial, allowing individuals to direct beneficial or aggressive behaviors towards appropriate targets. Here, we describe heterospecific groups composed of splendid and variegated fairy-wrens (Malurus splendens and M. lamberti) and provide the first experimental evidence that recognition of heterospecific group members occurs across species. In these species, family groups live on overlapping territories and co-defend shared territories against both heterospecific and conspecific intruders. Individuals on shared territories were frequently observed traveling and foraging together. Socially dominant males of both species responded more aggressively to songs of neighboring and foreign heterospecific fairy-wrens than they did to those of their co-resident hetero-specifics. Although splendid fairy-wrens did not change their behavior when associating with heterospecifics, variegated fairy-wrens spent more time foraging, were less vigilant, had greater first-nest fledging success, and fewer extra-group young. These findings suggest heterospecific associations between these 2 species benefit the variegated fairy-wren. Our findings are novel and show that recognition and discrimination among individuals, often considered a prerequisite for conspecific cooperation, can occur across species.",2018,10.1093/beheco/ary071,yes,ethology,obs,"Malurus_splendens, Malurus_lamberti",passerine,bird,direct_obs,23,3,0.078472222,,90,AB,yes,ethogram,"heterospecific, activity_budget",,
Mansor_2020,"Mansor, Mohammad Saiful; Nor, Shukor Md; Ramli, Rosli",Shifts in foraging behaviour of heterospecific flocking birds in a lowland Malaysian rainforest,BEHAVIOURAL PROCESSES,"Mixed-species flocks (MSFs) serve important roles in bird communities, especially in tropical forests. Although structure of mixed-species bird flocks and its benefits has been intensively studied globally, the foraging plasticity of a species when joining MSFs has rarely been evaluated. The present study examines foraging strategies of the Rufous-crowned Babbler (Malacopteron magnum), Chestnut-winged Babbler (Cyanoderma erythropterum) and Black-naped Monarch (Hypothymis azurea) when participating in MSFs in the Krau Wildlife Reserve, central Peninsular Malaysia. These species exhibit active foraging shifts in utilisation of vertical strata, foraging substrate, attack manoeuvres and foliage density, when foraging in MSFs, compared to when foraging outside MSFs. While the Rufous-crowned Babbler and Chestnut-winged Babbler commonly used gleaning and stretching (to completely extend the legs or neck to reach the food items) manoeuvres when foraging outside MSFs, respectively, they adopted probing manoeuvre and frequently used higher strata upon joining MSFs. The Chestnut-winged Babbler tended to forage on the underside of leaves and the Black-naped Monarch frequently utilised branches when joining MSFs, while they exclusively used aerial leaf litter and live green leaves, respectively, when foraging with conspecifics. The monarch also adopted the hovering manoeuvre and frequently foraged within denser foliage cover when joining MSFs. This study demonstrated that flock members exhibits foraging plasticity either through an expansion or active shift in foraging niches when participating in MSFs, thus suggesting the occurrence of possible foraging improvement and/or reductions in predation risk.",2020,10.1016/j.beproc.2020.104229,yes,ethology,obs,"Malacopteron_magnum, Cyanoderma_erythropterum, Hypothymis_azurea",passerine,bird,direct_obs,361,2,0.002083333,,200,AB,no,ethogram,"heterospecific, activity_budget, niche_differentiation",,
Ferretti_2011b,"Ferretti, F.",Interspecific aggression between fallow and roe deer,ETHOLOGY ECOLOGY & EVOLUTION,"Information on interspecific aggression is scarce for wild ungulates. I described patterns and sex/age correlates of interspecific aggression between wild roe deer Capreolus capreolus and fallow deer Dama dama at feeding sites in Maremma Regional Park, central Italy. A previous study showed that fallow deer can actively exclude roe from feeding areas. Here I show that 81% out of 42 aggressive interactions were fallow-roe deer aggressions, whereas 19% were roe-fallow aggressions. No aggressive interaction involved physical contact between opponents and roe deer were displaced in all events. When roe deer avoided fallow deer, the probability of remaining feeding increased significantly with respect to when aggression occurred. Fallow deer males, especially yearlings, were more aggressive than females to all roe deer sexes/age classes. For fallow deer, aggression was an efficient way to monopolise the access to foraging space. For roe deer, spatial avoidance of fallow was a way to remain at feeding areas.",2011,10.1080/03949370.2011.554883,yes,ethology,obs,"Capreolus_capreolus, Dama_dama",ungulate,mammal,direct_obs,n/a,1.31,717.7142857,294,810,A,no,socialise,"heterospecific, competition","primarily aggressive encounters between the two species being monitored, but foraging is happening meanwhile",
Ridley_2014,"Ridley, Amanda R.; Wiley, Elizabeth M.; Thompson, Alex M.",The ecological benefits of interceptive eavesdropping,FUNCTIONAL ECOLOGY,"1Eavesdropping behaviour can increase the total amount of information available to an individual and therefore has the potential to provide substantial benefits. Recent research has suggested that some species are information givers', particularly social species with cooperative vigilance systems, and that these species may consequently affect community structure by influencing the behaviour and niche utilization of other species. Here, using behavioural observations and playback experiments, we compared the behavioural change in a solitary species (the scimitarbill) and a social species (the pied babbler), to the presence and alarm calls of one another. Our results revealed that scimitarbills underwent significant behavioural changes in the presence of social pied babblers: they reduced their vigilance rate by over 60%, increased their foraging efficiency and expanded their niche by moving into open habitat and excavating subterranean food items. In contrast, pied babblers - who have an effective intraspecific sentinel system - did not show significant behavioural changes to the presence or alarm calls of scimitarbills. These results suggest that interspecific interceptive eavesdropping can provide significant benefits, influencing the behaviour and habitat utilization of eavesdropping species.",2014,10.1111/1365-2435.12153,yes,ethology,"obs, exp","Turdoides_bicolor, Rhinopomastus_cyanomelas",passerine,bird,direct_obs,33,n/a,0.161944444,1,180,AB,no,vigilance,"heterospecific, eavesdropping, antipredator_response, social, playback",,
Havmoller_2021,"Havmoller, Linnea W.; Loftus, J. Carter; Havmoller, Rasmus W.; Alavi, Shauhin E.; Caillaud, Damien; Grote, Mark N.; Hirsch, Ben T.; Torrez-Herrera, Lucia L.; Kays, Roland; Crofoot, Margaret C.",Arboreal monkeys facilitate foraging of terrestrial frugivores,BIOTROPICA,"Terrestrial animals feed on fruit dropped by arboreal frugivores in tropical forests around the world, but it remains unknown whether the resulting spatial associations of these animals are coincidental or intentionally maintained. On Barro Colorado Island, Panama, we used a combination of acoustic playback experiments, remote camera monitoring, and GPS tracking to quantify the frequency of such interactions, determine who initiates and maintains spatial associations, and test whether terrestrial animals adopt a strategy of acoustic eavesdropping to locate fruit patches created by foraging primates. Indeed, 90% of fruits collected in fruit fall traps had tooth marks of arboreal frugivores, and terrestrial frugivores visited fruit trees sooner following visits by GPS-collared monkeys. While our play back experiments were insufficient to support the hypothesis that terrestrial frugivores use auditory cues to locate food dropped by arboreal primates, analyses of movement paths of capuchin monkeys (Cebus capucinus), spider monkeys (Ateles geoffroyi), and coatis (Nasua narica) reveal that observed patterns of interspecific attraction are not merely a byproduct of mutual attraction to shared resources. Coatis were significantly more likely to initiate close encounters with arboreal primates than vice versa and maintained these associations by spending significantly longer periods at fruiting trees when collared primates were present. Our results demonstrate that terrestrial frugivores are attracted to arboreal primates, likely because they increase local resource availability. Primates are often among the first species in a habitat to be extirpated by hunting; our results suggest that their loss may have unanticipated consequences for the frugivore community. Abstract in Spanish is available with online material.",2021,10.1111/btp.13017,yes,camera traps_remote,obs,"Cebus_capucinus, Ateles_geoffroyi, Nasua_narica","carnivore, primate",mammal,"camera_trap, GPS",32,15.6,19.91304348,27000,150,AB,no,n/a,"heterospecific, eavesdropping, playback, habitat_selection, movement,resource_centric",playback didn't determine anything but camera traps + GPS paths did,
Di_Santo_2017,"Di Santo, Marianna; Battisti, Corrado; Bologna, Marco A.",Interspecific interactions in nesting and feeding urban sites among introducedMonk Parakeet (Myiopsitta monachus) and syntopic bird species,ETHOLOGY ECOLOGY & EVOLUTION,"Monk Parakeet (Myiopsitta monachus) is a successful invader of many European urbanised habitats. Here, we report evidence of interspecific interactions between this species and some synanthropic co-occurring birds in three urban parks of Rome (central Italy). In both nesting and feeding sites, we recorded 158 interactions with seven syntopic species in eight colonial focal nests (0.74 events/hr). The number and frequency of interactions significantly differ among nests and species, the Italian Sparrow (Passer italiae) being the most interactive species. For this species, the frequency of interactions was normally distributed between different months with a peak in June. We also observed a case of nest cohabitation, as well as predatory attacks carried out by Hooded Crow (Corvus cornix). As far as foraging sites are concerned, 11 out of 74 clusters of parakeets (15%) hosted four bird species, mainly Starling, Sturnus vulgaris, but we did not observe any interactions. Although Monk Parakeet is a social bird generally tolerant towards other species near their nests and in foraging areas, we observed interspecific interactions in nesting sites as a response to competitive or predatory mechanisms. Italian Sparrows interact because they use parakeet nests as a secondary structure for nesting (cohabitation) and, probably, because of the wide availability of food resources (invertebrates) useful for juvenile recruitment. The interaction of parakeets with Hooded Crow is a response to predatory attacks on eggs or juveniles. However, interspecific interactions seem to be occasional events in nesting sites and are apparently absent in feeding sites, where competitive behaviour is probably reduced due to high availability of plant resources. In urbanised areas, where Monk Parakeets have recently been introduced, the number of competitors and predators might be very reduced (both in number of events and species) in comparison to native areas where competition and predatory mechanisms reflect long-term co-evolutionary dynamics.",2017,10.1080/03949370.2015.1119761,yes,ethology,obs,Myiopsitta_monachus,parrot,bird,direct_obs,6,n/a,1.109166667,,157,AB,no,socialise,"heterospecific, invasive",n = colonial nests,
Mansor_2017,"Mansor, Mohammad Saiful; Ramli, Rosli",Niche separation in flycatcher-like species in the lowland rainforests of Malaysia,BEHAVIOURAL PROCESSES,"Niche theory suggests that sympatric species reduce interspecific competition through segregation of shared resources by adopting different attack manoeuvres. However, the fact that flycatcher-like bird species exclusively use the sally manoeuvre may thus challenge this view. We studied the foraging ecology of three flycatcher-like species (i.e. Paradise-flycatcher Terpsiphone sp., Black-naped Monarch Hypothymis azurea, and Rufous-winged Philentoma Philentoma pyrhoptera) in the Krau Wildlife Reserve in central Peninsular Malaysia. We investigated foraging preferences of each bird species and the potential niche partitioning via spatial or behavioural segregation. Foraging substrate was important parameter that effectively divided paradise flycatcher from Black-naped Monarch and Rufous-winged Philentoma, where monarch and philentoma foraged mainly on live green leaves, while paradise-flycatcher foraged on the air. They also exhibited different foraging height preferences. Paradise-flycatcher, for instance, preferred the highest studied strata, while Black-naped Monarch foraged mostly in lower strata, and Rufous-winged Philentoma made use of the lowest strata. This study indicates that niche segregation occurs among sympatric species through foraging substrate and attack manoeuvres selection.",2017,10.1016/j.beproc.2017.04.010,yes,ethology,obs,"Terpsiphone_sp., Hypothymis_azurea, Philentoma_pyrhoptera",passerine,bird,direct_obs,131,1.3,0.699745547,,600,AB,no,ethogram,"heterospecific, niche_differences",,
Mansor_2018,"Mansor, Mohammad Saiful; Nor, Shukor Md.; Ramli, Rosli; Sah, Shahrul Anuar Mohd",Niche shift in three foraging insectivorous birds in lowland Malaysian forest patches,BEHAVIOURAL PROCESSES,"With the rapid growth of agricultural areas globally, forest birds increasingly encounter fragmented landscapes in which forest patches are surrounded by an agricultural plantation matrix, yet how birds respond behaviourally to this fragmentation is poorly understood. Information on microhabitat requirements of birds is scarce, but nevertheless essential to predicting adaptation of bird species to the patchy landscapes. We investigated foraging patterns of three tropical insectivorous birds, Green bra Aegithina viridissima, Pin-striped Tit-Babbler Macronus gularis and Chestnut-winged Babbler Cyanoderma erythropterum, to determine whether they vary in foraging methods in different forest patches. Our study area encompassed old-logged lowland forest; one continuous forest and three forest patches. Observations were performed for 15 days every month for a period of 13 months. Information on foraging height, substrate, attack manoeuvres, and foliage density was collected independently for each foraging bird individual. All three species used different foraging substrates and attack manoeuvres in different habitat types. The Green bra frequently used lower strata when foraging in forest patches as opposed to continuous forest, while the Pin-striped Tit-Babbler tended to forage in more dense vegetation in patches. Only Chestnut-winged Babbler displayed complete foraging plasticity across all study parameters. Different habitat features (e.g., edges, microclimates) between continuous forest and forest patches significantly influenced the foraging strategies of the study species. These changes in foraging strategies suggest that some Malaysian forest birds (e.g. generalist species) can respond behaviourally to fragmentation and habitat loss. Although continuous forest has critically important characteristics that need to be conserved, remnant forest patches are also important as ecological movement corridors and foraging grounds for birds.",2018,10.1016/j.beproc.2018.09.001,yes,ethology,obs,"Aegithina_viridissima, Macronus_gularis, Cyanoderma_erythropterum",passerine,bird,direct_obs,384,1.3,0.232747396,,390,AB,no,ethogram,"heterospecific, niche_differences",,
Sridhar_2014,"Sridhar, Hari; Shanker, Kartik",Using intra-flock association patterns to understand why birds participate in mixed-species foraging flocks in terrestrial habitats,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"Bird species are hypothesized to join mixed-species flocks (flocks hereon) either for direct foraging or anti-predation-related benefits. In this study, conducted in a tropical evergreen forest in the Western Ghats of India, we used intra-flock association patterns to generate a community-wide assessment of flocking benefits for different species. We assumed that individuals needed to be physically proximate to particular heterospecific individuals within flocks to obtain any direct foraging benefit (flushed prey, kleptoparasitism, copying foraging locations). Alternatively, for anti-predation benefits, physical proximity to particular heterospecifics is not required, i.e. just being in the flock vicinity can suffice. Therefore, we used choice of locations within flocks to infer whether individual species are obtaining direct foraging or anti-predation benefits. A small subset of the bird community (5/29 species), composed of all members of the sallying guild, showed non-random physical proximity to heterospecifics within flocks. All preferred associates were from non-sallying guilds, suggesting that the sallying species were likely obtaining direct foraging benefits either in the form of flushed or kleptoparasitized prey. The majority of the species (24/29) chose locations randomly with respect to heterospecifics within flocks and, thus, were likely obtaining antipredation benefits. In summary, our study indicates that direct foraging benefits are important for only a small proportion of species in flocks and that predation is likely to be the main driver of flocking for most participants. Our findings apart, our study provides methodological advances that might be useful in understanding asymmetric interactions in social groups of single and multiple species.",2014,10.1007/s00265-013-1633-3,yes,ethology,obs,bird_spp.,birds,bird,direct_obs,12,26,0.4375,,180,AB,no,n/a,"heterospecific_flock, community",,
Darrah_2013,"Darrah, Abigail J.; Smith, Kimberly G.",COMPARISON OF FORAGING BEHAVIORS AND MOVEMENT PATTERNS OF THE WEDGE-BILLED WOODCREEPER (GLYPHORYNCHUS SPIRURUS) TRAVELING ALONE AND IN MIXED-SPECIES FLOCKS IN AMAZONIAN ECUADOR,AUK,"Attendants of Neotropical mixed-species flocks are hypothesized to benefit primarily by gaining protection from predators, while potential costs have received little attention. The Wedge-billed Woodcreeper (Glyphorynchus spirurus) frequently joins mixed-species understory flocks but also often forages alone. We hypothesized that, because of the significant vertical component of its foraging behavior, the primary cost to flock-following might be a decrease in foraging efficiency associated with conforming to flock movement patterns. We compared the foraging behavior and microhabitat use of Wedge-billed Woodcreepers in and out of flocks at Tiputini Biodiversity Station, eastern Ecuador, during January-March, 2010-2012. We measured foraging height range, time spent per trunk, vertical movement rate, distance flown between trunks, extent of foliage cover around the focal bird, hitch rate, and peck rate. We tracked birds in 2012 using radiotelemetry to measure horizontal movement rates and to record the locations of flock-joining and -leaving. Wedge-billed Woodcreepers in flocks foraged in more exposed microhabitats, moved vertically at a faster rate despite a decrease in foraging height range, and exhibited greater hitch rates than individuals foraging alone. Peck rates, peck:hitch ratio, and distance flown between trunks did not differ between situations. Horizontal movement rate did not differ in and out of flocks, but the length of flock-following sessions was negatively correlated with movement rate above a threshold of 4 m min(-1). These observations are consistent with an antipredator benefit of flocking for this species and suggest an energetic or foraging efficiency cost associated with conforming to flock movement patterns.",2013,10.1525/auk.2013.13088,yes,ethology_telem,obs,Glyphorynchus_spirurs,passerine,bird,direct_obs,n/a,6.38,n/a,,148,AB,no,movement,"heterospecific_flock, social","does not report how many observations were actually made, just how long they searhed for",
Whitford_2019,"Whitford, Malachi D.; Freymiller, Grace A.; Higham, Timothy E.; Clark, Rulon W.",Determinants of predation success: How to survive an attack from a rattlesnake,FUNCTIONAL ECOLOGY,"The selection pressures that arise from capturing prey and avoiding predators are some of the strongest biotic forces shaping animal form and function. Examining how performance (i.e., athletic ability) affects the outcomes of encounters between free-ranging predators and prey is essential for understanding the determinants of predation success rates and broad scale predator-prey dynamics, but quantifying these encounters in natural situations is logistically challenging. The goal of our study was to examine how various metrics of predator/prey performance determine predation success by studying natural predator-prey interactions in the field with minimal manipulation of the study subjects. We used high-speed video recordings of free-ranging sidewinder rattlesnakes (predator, Crotalus cerastes) and desert kangaroo rats (prey, Dipodomys deserti) to study how performance at various stages of their encounters alters the outcome of their interactions. We found that predation success depends on (a) whether the rattlesnake struck accurately, (b) if the rattlesnake strike was accurate, the reaction time and escape manoeuvres of the kangaroo rat, and (c) if the kangaroo rat was bitten, the ability of the kangaroo rat to use defensive manoeuvres to avoid subjugation by the snake. The results of our study suggest that the role of performance in predator-prey interactions is complex, and the determinants of predation success are altered by both predator and prey at multiple stages of an interaction in ways that may not be apparent in many experimental contexts. A is available for this article.",2019,10.1111/1365-2435.13318,yes,audio video_telem,obs,Crotalus_cerastes,snake,reptile,"direct_video, radio_tracking",13,n/a,,2.461538462,75,A,yes,resting,"high_speed_video, ambush_predator","does not say how large area is, does not say how long videos are, but reports how many per snake",
Clark_2012,"Clark, Rulon W.; Tangco, Sean; Barbour, Matthew A.",Field video recordings reveal factors influencing predatory strike success of free-ranging rattlesnakes (Crotalus spp.),ANIMAL BEHAVIOUR,"Research on predator-prey interactions often focuses largely on prey behaviour, treating predators as static danger, rather than as active behavioural participants that can respond adaptively to prey choices. A complete understanding of the functional significance of both predator attack behaviours and prey escape behaviours can only come from examining the interaction between both parties. For example, although the predatory strike of venomous snakes has been studied extensively in the laboratory, we have little understanding of the proximate factors influencing snake strike behaviour under natural conditions. Here, we report details of the analysis of predatory strikes of free-ranging rattlesnakes (Crotalus spp.) towards their natural prey. We found that over half of strike attempts were unsuccessful, and the most significant factor influencing strike success was the ability of prey animals to initiate a rapid evasive dodge manoeuvre in the fraction of a second after snakes initiated strikes, but before snake strikes contacted them. Snakes, in turn, initiated strikes most frequently towards the flank of laterally moving prey, which is probably an attempt to counter the ability of prey to dodge strikes. (C) 2012 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2012,10.1016/j.anbehav.2012.04.029,yes,audio video_ethology,obs,Crotalus_spp.,snake,reptile,"radio_tracking, direct_video",50,n/a,,1.14,,A,no,n/a,"high_speed_video, predation_event","filmed rattlesnakes striking at prey, radio tracked snakes and then started filming. no spatial/temporal aspect at all",
Wilson_2021,"Wilson, Gaius; Gray, Russell J.; Radinal, Radinal; Hasanuddin, Hasanuddin; Azmi, Wahdi; Sayuti, Arman; Muhammad, Hambal; Abdullah, Abdullah; Nazamuddin, B. S.; Sofyan, Hizir; Riddle, Heidi S.; Stremme, Christopher; Desai, Ajay A.","Between a rock and a hard place: rugged terrain features and human disturbance affect behaviour and habitat use of Sumatran elephants in Aceh, Sumatra, Indonesia",BIODIVERSITY AND CONSERVATION,"Asian elephants are threatened throughout their range due to habitat loss, fragmentation, and conflict with humans. Limited data on spatial and temporal use of habitats in largely intact forests by elephants in Sumatra is a major hindrance for conservation and land use planning, and consequently human-elephant conflict mitigation. We analysed GPS data from collared elephants to investigate their use of habitat in relation to available land cover and human disturbance in Aceh, Sumatra, Indonesia. We applied remote sensing techniques to extract environmental variables to use in state-space Hidden Markov Models and integrated Step Selection Function to analyse foraging strategies and land use selectivity, while using dynamic Brownian Bridge Movement Models and Minimum Convex Polygons to determine used and available habitat features within their home ranges. Our results show that Sumatran elephants in Aceh preferred areas with lower elevation (< 200 m) and slopes (0-10 degrees), with minimal terrain ruggedness, which also happen to be areas selected by humans. Elephants closely adhered to rivers and mountain valleys when utilizing homogenous dense natural forests, and expanded from the rivers in heterogenous forests toward open, resource-dense, land use types. Overall, slope, vegetation, and human disturbance had the largest impact on each of the clans' foraging strategies. Areas closer to human settlements were used more by night and less by day, indicating that human presence and activities influence elephant habitat use and avoidance. Our findings conclude future management decisions should focus on protecting the remaining lowland forests and preventing further urban encroachment in areas with lower elevation and slope, particularly in proximity to rivers which act as corridors between natural habitats, in order to mitigate human-elephant conflict and protect the species from extinction.",2021,10.1007/s10531-020-02105-3,yes,remote,obs,Elaphus_maximus,ungulate,mammal,"GPS, SSF, HMM",3,30000,,3873.796837,762,BC,yes,movement,"HMM, behavioural_state, movement",used turn angle + step length to infer behavioural state from movement data,
Xiao_2013,"Xiao, Zhishu; Gao, Xu; Zhang, Zhibin",Sensitivity to Seed Germination Schedule by Scatter-Hoarding Pere David's Rock Squirrels During Mast and Non-Mast Years,ETHOLOGY,"Mast seeding by oaks (Quercus) and other seed species has fundamental impacts on the behavior of individual scatter-hoarding animals as well as their population and community dynamics. Scatter-hoarding squirrels are highly sensitive to acorn germination schedule and stop germination by removing the embryo of non-dormant acorns to prevent losses of energy and nutrients by rapid germination. However, we know little about how this behavior is affected by mast seeding. We investigated foraging decisions made by free-ranging Pere David's rock squirrel (Sciurotamias davidianus) with three species that produce non-dormant seeds and two species that produce dormant seeds (Fagaceae) during mast and non-mast years in Central China from 20072010. Consistent with the food perishability hypothesis that squirrels make decisions to minimize the perishability of their caches, non-dormant seeds were hoarded at a lower rate, but had a higher probability of embryo removal than dormant seeds. Compared with non-mast years, a lower proportion of seeds were harvested during mast years, but a higher proportion of the harvested seeds were hoarded. In addition, the probability of embryo removal in the hoarded seeds was higher during mast years. Squirrels also dispersed seeds at shorter distances during mast years. Moreover, the interactions between mast seeding and seed germination schedule had significant effects on squirrel foraging decisions, including embryo removal. This study is the first to demonstrate that squirrels show greater sensitivity to seed germination potential when seeds are abundant.",2013,10.1111/eth.12083,yes,ethology,obs,Sciurotamias_davidianus,rodent,mammal,"feeding_evidence, camera_trap",91,9.1,0.291666667,,240,AB,no,n/a,"hoarding, caching, feeding_evidence","collected and marked acorns, left them up with a camera, observed how many were left",
